source_airport,source_latitude,source_longitude,destination_airport,destination_latitude,destination_longitude
BOG,4.70159,-74.1469,UIO,-0.129166666667,-78.3575
UIO,-0.129166666667,-78.3575,BOG,4.70159,-74.1469
BKK,13.681099891662598,100.74700164794922,SIN,1.35019,103.994003
KUL,2.745579957962,101.70999908447,SIN,1.35019,103.994003
MNL,14.5086,121.019997,SIN,1.35019,103.994003
SIN,1.35019,103.994003,BKK,13.681099891662598,100.74700164794922
SIN,1.35019,103.994003,KUL,2.745579957962,101.70999908447
SIN,1.35019,103.994003,MNL,14.5086,121.019997
SIN,1.35019,103.994003,TPE,25.0777,121.233002
TPE,25.0777,121.233002,SIN,1.35019,103.994003
BKK,13.681099891662598,100.74700164794922,DAC,23.843347,90.397783
DAC,23.843347,90.397783,BKK,13.681099891662598,100.74700164794922
DAC,23.843347,90.397783,KTM,27.6966,85.3591
DAC,23.843347,90.397783,KUL,2.745579957962,101.70999908447
KTM,27.6966,85.3591,DAC,23.843347,90.397783
KUL,2.745579957962,101.70999908447,DAC,23.843347,90.397783
BOG,4.70159,-74.1469,MEX,19.4363,-99.072098
HAV,22.989200592041016,-82.40910339355469,MEX,19.4363,-99.072098
MEX,19.4363,-99.072098,BOG,4.70159,-74.1469
MEX,19.4363,-99.072098,HAV,22.989200592041016,-82.40910339355469
ISB,33.560713,72.851613,KBL,34.565899,69.212303
KBL,34.565899,69.212303,ISB,33.560713,72.851613
FCO,41.8002778,12.2388889,TXL,52.5597,13.2877
HEL,60.317199707031,24.963300704956,TXL,52.5597,13.2877
LHR,51.4706,-0.461941,TXL,52.5597,13.2877
TXL,52.5597,13.2877,FCO,41.8002778,12.2388889
TXL,52.5597,13.2877,HEL,60.317199707031,24.963300704956
TXL,52.5597,13.2877,LHR,51.4706,-0.461941
TXL,52.5597,13.2877,VIE,48.110298156738,16.569700241089
VIE,48.110298156738,16.569700241089,TXL,52.5597,13.2877
BKK,13.681099891662598,100.74700164794922,MNL,14.5086,121.019997
CGK,-6.1255698204,106.65599823,MNL,14.5086,121.019997
HAN,21.221200942993164,105.80699920654297,MNL,14.5086,121.019997
ICN,37.46910095214844,126.45099639892578,MNL,14.5086,121.019997
KUL,2.745579957962,101.70999908447,MNL,14.5086,121.019997
MNL,14.5086,121.019997,BKK,13.681099891662598,100.74700164794922
MNL,14.5086,121.019997,CGK,-6.1255698204,106.65599823
MNL,14.5086,121.019997,HAN,21.221200942993164,105.80699920654297
MNL,14.5086,121.019997,ICN,37.46910095214844,126.45099639892578
MNL,14.5086,121.019997,KUL,2.745579957962,101.70999908447
MNL,14.5086,121.019997,NRT,35.7647018433,140.386001587
MNL,14.5086,121.019997,PEK,40.080101013183594,116.58499908447266
MNL,14.5086,121.019997,TPE,25.0777,121.233002
NRT,35.7647018433,140.386001587,MNL,14.5086,121.019997
PEK,40.080101013183594,116.58499908447266,MNL,14.5086,121.019997
TPE,25.0777,121.233002,MNL,14.5086,121.019997
BKK,13.681099891662598,100.74700164794922,ICN,37.46910095214844,126.45099639892578
ICN,37.46910095214844,126.45099639892578,BKK,13.681099891662598,100.74700164794922
ICN,37.46910095214844,126.45099639892578,NRT,35.7647018433,140.386001587
NRT,35.7647018433,140.386001587,ICN,37.46910095214844,126.45099639892578
ATH,37.9364013672,23.9444999695,AUH,24.433000564575195,54.651100158691406
ATH,37.9364013672,23.9444999695,BEG,44.8184013367,20.3090991974
ATH,37.9364013672,23.9444999695,BRU,50.901401519800004,4.48443984985
ATH,37.9364013672,23.9444999695,BUD,47.42976,19.261093
ATH,37.9364013672,23.9444999695,CAI,30.12190055847168,31.40559959411621
ATH,37.9364013672,23.9444999695,CDG,49.012798,2.55
ATH,37.9364013672,23.9444999695,DME,55.40879821777344,37.90629959106445
ATH,37.9364013672,23.9444999695,FCO,41.8002778,12.2388889
ATH,37.9364013672,23.9444999695,IEV,50.40194,30.45194
ATH,37.9364013672,23.9444999695,LHR,51.4706,-0.461941
ATH,37.9364013672,23.9444999695,MAD,40.471926,-3.56264
ATH,37.9364013672,23.9444999695,OSL,60.121,11.0502
ATH,37.9364013672,23.9444999695,OTP,44.5711111,26.085
ATH,37.9364013672,23.9444999695,PRG,50.1008,14.26
ATH,37.9364013672,23.9444999695,TXL,52.5597,13.2877
ATH,37.9364013672,23.9444999695,VIE,48.110298156738,16.569700241089
ATH,37.9364013672,23.9444999695,WAW,52.1656990051,20.967100143399996
AUH,24.433000564575195,54.651100158691406,ATH,37.9364013672,23.9444999695
BEG,44.8184013367,20.3090991974,ATH,37.9364013672,23.9444999695
BRU,50.901401519800004,4.48443984985,ATH,37.9364013672,23.9444999695
BUD,47.42976,19.261093,ATH,37.9364013672,23.9444999695
CAI,30.12190055847168,31.40559959411621,ATH,37.9364013672,23.9444999695
CDG,49.012798,2.55,ATH,37.9364013672,23.9444999695
DME,55.40879821777344,37.90629959106445,ATH,37.9364013672,23.9444999695
FCO,41.8002778,12.2388889,ATH,37.9364013672,23.9444999695
IEV,50.40194,30.45194,ATH,37.9364013672,23.9444999695
LHR,51.4706,-0.461941,ATH,37.9364013672,23.9444999695
MAD,40.471926,-3.56264,ATH,37.9364013672,23.9444999695
OSL,60.121,11.0502,ATH,37.9364013672,23.9444999695
OTP,44.5711111,26.085,ATH,37.9364013672,23.9444999695
PRG,50.1008,14.26,ATH,37.9364013672,23.9444999695
TXL,52.5597,13.2877,ATH,37.9364013672,23.9444999695
VIE,48.110298156738,16.569700241089,ATH,37.9364013672,23.9444999695
WAW,52.1656990051,20.967100143399996,ATH,37.9364013672,23.9444999695
ACC,5.605189800262451,-0.16678600013256073,LHR,51.4706,-0.461941
AMS,52.308601,4.76389,LHR,51.4706,-0.461941
ARN,59.651901245117,17.918600082397,LHR,51.4706,-0.461941
AUH,24.433000564575195,54.651100158691406,IAD,38.94449997,-77.45580292
AUH,24.433000564575195,54.651100158691406,ISB,33.560713,72.851613
AUH,24.433000564575195,54.651100158691406,LHR,51.4706,-0.461941
BKK,13.681099891662598,100.74700164794922,KUL,2.745579957962,101.70999908447
BKK,13.681099891662598,100.74700164794922,NRT,35.7647018433,140.386001587
BRU,50.901401519800004,4.48443984985,LHR,51.4706,-0.461941
BUD,47.42976,19.261093,LHR,51.4706,-0.461941
CDG,49.012798,2.55,KUL,2.745579957962,101.70999908447
CDG,49.012798,2.55,LHR,51.4706,-0.461941
CPH,55.617900848389,12.656000137329,LHR,51.4706,-0.461941
DUB,53.421299,-6.27007,LHR,51.4706,-0.461941
FCO,41.8002778,12.2388889,LHR,51.4706,-0.461941
HAN,21.221200942993164,105.80699920654297,NRT,35.7647018433,140.386001587
HEL,60.317199707031,24.963300704956,LHR,51.4706,-0.461941
IAD,38.94449997,-77.45580292,AUH,24.433000564575195,54.651100158691406
IAD,38.94449997,-77.45580292,LHR,51.4706,-0.461941
ISB,33.560713,72.851613,AUH,24.433000564575195,54.651100158691406
KUL,2.745579957962,101.70999908447,BKK,13.681099891662598,100.74700164794922
KUL,2.745579957962,101.70999908447,CDG,49.012798,2.55
KUL,2.745579957962,101.70999908447,LHR,51.4706,-0.461941
KUL,2.745579957962,101.70999908447,NRT,35.7647018433,140.386001587
LHR,51.4706,-0.461941,ACC,5.605189800262451,-0.16678600013256073
LHR,51.4706,-0.461941,AMS,52.308601,4.76389
LHR,51.4706,-0.461941,ARN,59.651901245117,17.918600082397
LHR,51.4706,-0.461941,AUH,24.433000564575195,54.651100158691406
LHR,51.4706,-0.461941,BRU,50.901401519800004,4.48443984985
LHR,51.4706,-0.461941,BUD,47.42976,19.261093
LHR,51.4706,-0.461941,CDG,49.012798,2.55
LHR,51.4706,-0.461941,CPH,55.617900848389,12.656000137329
LHR,51.4706,-0.461941,DUB,53.421299,-6.27007
LHR,51.4706,-0.461941,FCO,41.8002778,12.2388889
LHR,51.4706,-0.461941,HEL,60.317199707031,24.963300704956
LHR,51.4706,-0.461941,IAD,38.94449997,-77.45580292
LHR,51.4706,-0.461941,KUL,2.745579957962,101.70999908447
LHR,51.4706,-0.461941,LIS,38.7813,-9.13592
LHR,51.4706,-0.461941,NBO,-1.31923997402,36.9277992249
LHR,51.4706,-0.461941,OSL,60.121,11.0502
LHR,51.4706,-0.461941,OTP,44.5711111,26.085
LHR,51.4706,-0.461941,PRG,50.1008,14.26
LHR,51.4706,-0.461941,VIE,48.110298156738,16.569700241089
LHR,51.4706,-0.461941,WAW,52.1656990051,20.967100143399996
LIM,-12.0219,-77.114305,SCL,-33.393001556396484,-70.78579711914062
LIS,38.7813,-9.13592,LHR,51.4706,-0.461941
NBO,-1.31923997402,36.9277992249,LHR,51.4706,-0.461941
NRT,35.7647018433,140.386001587,BKK,13.681099891662598,100.74700164794922
NRT,35.7647018433,140.386001587,HAN,21.221200942993164,105.80699920654297
NRT,35.7647018433,140.386001587,KUL,2.745579957962,101.70999908447
NRT,35.7647018433,140.386001587,SIN,1.35019,103.994003
NRT,35.7647018433,140.386001587,TPE,25.0777,121.233002
OSL,60.121,11.0502,LHR,51.4706,-0.461941
OTP,44.5711111,26.085,LHR,51.4706,-0.461941
PRG,50.1008,14.26,LHR,51.4706,-0.461941
SCL,-33.393001556396484,-70.78579711914062,LIM,-12.0219,-77.114305
SIN,1.35019,103.994003,NRT,35.7647018433,140.386001587
TPE,25.0777,121.233002,NRT,35.7647018433,140.386001587
VIE,48.110298156738,16.569700241089,LHR,51.4706,-0.461941
WAW,52.1656990051,20.967100143399996,LHR,51.4706,-0.461941
AMM,31.7226009369,35.9931983948,TXL,52.5597,13.2877
AMM,31.7226009369,35.9931983948,VIE,48.110298156738,16.569700241089
ARN,59.651901245117,17.918600082397,TXL,52.5597,13.2877
ARN,59.651901245117,17.918600082397,VIE,48.110298156738,16.569700241089
AUH,24.433000564575195,54.651100158691406,PEK,40.080101013183594,116.58499908447266
AUH,24.433000564575195,54.651100158691406,SIN,1.35019,103.994003
AUH,24.433000564575195,54.651100158691406,TXL,52.5597,13.2877
BEG,44.8184013367,20.3090991974,TXL,52.5597,13.2877
BUD,47.42976,19.261093,TXL,52.5597,13.2877
CDG,49.012798,2.55,VIE,48.110298156738,16.569700241089
CPH,55.617900848389,12.656000137329,TXL,52.5597,13.2877
CPH,55.617900848389,12.656000137329,VIE,48.110298156738,16.569700241089
DME,55.40879821777344,37.90629959106445,TXL,52.5597,13.2877
FCO,41.8002778,12.2388889,VIE,48.110298156738,16.569700241089
HEL,60.317199707031,24.963300704956,VIE,48.110298156738,16.569700241089
LHR,51.4706,-0.461941,ORY,48.7233333,2.3794444
MAD,40.471926,-3.56264,TXL,52.5597,13.2877
MAD,40.471926,-3.56264,VIE,48.110298156738,16.569700241089
ORY,48.7233333,2.3794444,LHR,51.4706,-0.461941
