source_airport,destination_airport,source_latitude,source_longitude,destination_latitude,destination_longitude
MHQ,TKU,60.122200012207,19.898199081421,60.514099121094,22.262800216675
OER,ARN,63.40829849243164,18.989999771118164,59.651901245117,17.918600082397
OSL,VXO,60.121,11.0502,56.929100036621094,14.727999687194824
POR,ARN,61.461700439453,21.799999237061,59.651901245117,17.918600082397
POR,KOK,61.461700439453,21.799999237061,63.721199035645,23.143100738525
TKU,MHQ,60.514099121094,22.262800216675,60.122200012207,19.898199081421
TRF,ARN,59.1866989136,10.258600235,59.651901245117,17.918600082397
VBY,ARN,57.662799835205,18.346200942993,59.651901245117,17.918600082397
VHM,ARN,64.5791015625,16.833599090576172,59.651901245117,17.918600082397
VHM,HMV,64.5791015625,16.833599090576172,65.80609893798828,15.082799911499023
VXO,ARN,56.929100036621094,14.727999687194824,59.651901245117,17.918600082397
VXO,OSL,56.929100036621094,14.727999687194824,60.121,11.0502
ADQ,AOS,57.75,-152.4940033,,
ADQ,KKB,57.75,-152.4940033,,
ADQ,KLN,57.75,-152.4940033,57.5350990295,-153.977996826
ADQ,KOZ,57.75,-152.4940033,,
ADQ,OLH,57.75,-152.4940033,,
AOS,KZB,,,,
KKB,SYB,,,,
KLN,KYK,57.5350990295,-153.977996826,57.5671005249,-154.449996948
KOZ,ORI,,,,
SYB,KPR,,,,
BSO,MNL,20.4513,121.980003,14.5086,121.019997
BXU,MNL,8.9515,125.4788,14.5086,121.019997
CBO,MNL,7.1652398109436035,124.20999908447266,14.5086,121.019997
CGY,MNL,8.612203,124.456496,14.5086,121.019997
CRM,MNL,12.502400398254395,124.63600158691406,14.5086,121.019997
DGT,MNL,9.3337097168,123.300003052,14.5086,121.019997
DWC,MNL,24.896356,55.161389,14.5086,121.019997
GES,MNL,6.05800008774,125.096000671,14.5086,121.019997
KLO,MNL,11.679400444,122.375999451,14.5086,121.019997
LGP,MNL,13.1575,123.735,14.5086,121.019997
MNL,BSO,14.5086,121.019997,20.4513,121.980003
MNL,BXU,14.5086,121.019997,8.9515,125.4788
MNL,CBO,14.5086,121.019997,7.1652398109436035,124.20999908447266
MNL,CGY,14.5086,121.019997,8.612203,124.456496
MNL,CRM,14.5086,121.019997,12.502400398254395,124.63600158691406
MNL,DGT,14.5086,121.019997,9.3337097168,123.300003052
MNL,DWC,14.5086,121.019997,24.896356,55.161389
MNL,GES,14.5086,121.019997,6.05800008774,125.096000671
MNL,KLO,14.5086,121.019997,11.679400444,122.375999451
MNL,LGP,14.5086,121.019997,13.1575,123.735
MNL,MPH,14.5086,121.019997,11.9245,121.954002
MNL,OZC,14.5086,121.019997,8.178509712219238,123.84200286865234
MNL,PPS,14.5086,121.019997,9.742119789123535,118.75900268554688
MNL,RXS,14.5086,121.019997,11.597700119018555,122.75199890136719
MNL,SUG,14.5086,121.019997,9.755838325629998,125.480947495
MNL,TUG,14.5086,121.019997,17.6433676823,121.733150482
MNL,ZAM,14.5086,121.019997,6.922420024871826,122.05999755859375
MPH,MNL,11.9245,121.954002,14.5086,121.019997
OZC,MNL,8.178509712219238,123.84200286865234,14.5086,121.019997
PPS,MNL,9.742119789123535,118.75900268554688,14.5086,121.019997
RXS,MNL,11.597700119018555,122.75199890136719,14.5086,121.019997
SUG,MNL,9.755838325629998,125.480947495,14.5086,121.019997
TUG,MNL,17.6433676823,121.733150482,14.5086,121.019997
ZAM,MNL,6.922420024871826,122.05999755859375,14.5086,121.019997
AUX,PMW,-7.22787,-48.240501,-10.291500091600001,-48.35699844359999
BRA,BSB,-12.078900337219238,-45.00899887084961,-15.86916732788086,-47.920833587646484
BRA,SSA,-12.078900337219238,-45.00899887084961,-12.9086112976,-38.3224983215
BSB,BRA,-15.86916732788086,-47.920833587646484,-12.078900337219238,-45.00899887084961
BSB,OPS,-15.86916732788086,-47.920833587646484,-11.885000228881836,-55.58610916137695
BSB,RAO,-15.86916732788086,-47.920833587646484,-21.136388778686523,-47.776668548583984
CAC,GRU,-25.0002994537,-53.500801086399996,-23.435556411743164,-46.47305679321289
CGB,GYN,-15.6528997421,-56.1166992188,-16.631999969482422,-49.220699310302734
CGB,OPS,-15.6528997421,-56.1166992188,-11.885000228881836,-55.58610916137695
CGR,DOU,-20.468700408900002,-54.6725006104,-22.2019,-54.926601
DOU,CGR,-22.2019,-54.926601,-20.468700408900002,-54.6725006104
DOU,GRU,-22.2019,-54.926601,-23.435556411743164,-46.47305679321289
GIG,RAO,-22.8099994659,-43.2505569458,-21.136388778686523,-47.776668548583984
GRU,CAC,-23.435556411743164,-46.47305679321289,-25.0002994537,-53.500801086399996
GRU,DOU,-23.435556411743164,-46.47305679321289,-22.2019,-54.926601
GRU,RAO,-23.435556411743164,-46.47305679321289,-21.136388778686523,-47.776668548583984
GRU,UBA,-23.435556411743164,-46.47305679321289,-19.764722824097,-47.966110229492
GRU,UDI,-23.435556411743164,-46.47305679321289,-18.883612,-48.225277
GRU,VDC,-23.435556411743164,-46.47305679321289,-14.8627996445,-40.8630981445
GYN,CGB,-16.631999969482422,-49.220699310302734,-15.6528997421,-56.1166992188
GYN,PMW,-16.631999969482422,-49.220699310302734,-10.291500091600001,-48.35699844359999
GYN,RAO,-16.631999969482422,-49.220699310302734,-21.136388778686523,-47.776668548583984
GYN,UDI,-16.631999969482422,-49.220699310302734,-18.883612,-48.225277
OPS,BSB,-11.885000228881836,-55.58610916137695,-15.86916732788086,-47.920833587646484
OPS,CGB,-11.885000228881836,-55.58610916137695,-15.6528997421,-56.1166992188
PLU,RAO,-19.851200103759766,-43.950599670410156,-21.136388778686523,-47.776668548583984
PMW,AUX,-10.291500091600001,-48.35699844359999,-7.22787,-48.240501
PMW,GYN,-10.291500091600001,-48.35699844359999,-16.631999969482422,-49.220699310302734
RAO,BSB,-21.136388778686523,-47.776668548583984,-15.86916732788086,-47.920833587646484
RAO,GIG,-21.136388778686523,-47.776668548583984,-22.8099994659,-43.2505569458
RAO,GRU,-21.136388778686523,-47.776668548583984,-23.435556411743164,-46.47305679321289
RAO,GYN,-21.136388778686523,-47.776668548583984,-16.631999969482422,-49.220699310302734
RAO,PLU,-21.136388778686523,-47.776668548583984,-19.851200103759766,-43.950599670410156
RAO,SJP,-21.136388778686523,-47.776668548583984,-20.816600799599996,-49.40650177
RAO,UDI,-21.136388778686523,-47.776668548583984,-18.883612,-48.225277
SJP,RAO,-20.816600799599996,-49.40650177,-21.136388778686523,-47.776668548583984
SSA,BRA,-12.9086112976,-38.3224983215,-12.078900337219238,-45.00899887084961
SSA,VDC,-12.9086112976,-38.3224983215,-14.8627996445,-40.8630981445
UBA,GRU,-19.764722824097,-47.966110229492,-23.435556411743164,-46.47305679321289
UBA,UDI,-19.764722824097,-47.966110229492,-18.883612,-48.225277
UDI,GRU,-18.883612,-48.225277,-23.435556411743164,-46.47305679321289
UDI,GYN,-18.883612,-48.225277,-16.631999969482422,-49.220699310302734
UDI,RAO,-18.883612,-48.225277,-21.136388778686523,-47.776668548583984
UDI,UBA,-18.883612,-48.225277,-19.764722824097,-47.966110229492
VDC,GRU,-14.8627996445,-40.8630981445,-23.435556411743164,-46.47305679321289
VDC,SSA,-14.8627996445,-40.8630981445,-12.9086112976,-38.3224983215
BRL,ORD,40.783199310302734,-91.12550354003906,41.9786,-87.9048
BRL,STL,40.783199310302734,-91.12550354003906,38.748697,-90.370003
DEC,ORD,39.834598541259766,-88.8656997680664,41.9786,-87.9048
DEC,STL,39.834598541259766,-88.8656997680664,38.748697,-90.370003
JBR,STL,35.83169937133789,-90.64640045166016,38.748697,-90.370003
ORD,BRL,41.9786,-87.9048,40.783199310302734,-91.12550354003906
ORD,DEC,41.9786,-87.9048,39.834598541259766,-88.8656997680664
STL,BRL,38.748697,-90.370003,40.783199310302734,-91.12550354003906
STL,DEC,38.748697,-90.370003,39.834598541259766,-88.8656997680664
STL,JBR,38.748697,-90.370003,35.83169937133789,-90.64640045166016
CGA,HYL,,,,
CGA,KTN,,,55.35559845,-131.7140045
HYL,CGA,,,,
HYL,KTB,,,,
HYL,KTN,,,55.35559845,-131.7140045
KTB,HYL,,,,
KTB,KTN,,,55.35559845,-131.7140045
KTN,CGA,55.35559845,-131.7140045,,
KTN,HYL,55.35559845,-131.7140045,,
KTN,KTB,55.35559845,-131.7140045,,
KTN,MTM,55.35559845,-131.7140045,55.131001,-131.578003
MTM,KTN,55.131001,-131.578003,55.35559845,-131.7140045
ACC,DKR,5.605189800262451,-0.16678600013256073,14.739700317382812,-17.49020004272461
ACC,LOS,5.605189800262451,-0.16678600013256073,6.5773701667785645,3.321160078048706
ACC,ROB,5.605189800262451,-0.16678600013256073,6.23379,-10.3623
BCN,BJL,41.2971,2.07846,13.338000297546387,-16.65220069885254
BJL,BCN,13.338000297546387,-16.65220069885254,41.2971,2.07846
BJL,DKR,13.338000297546387,-16.65220069885254,14.739700317382812,-17.49020004272461
BJL,FNA,13.338000297546387,-16.65220069885254,8.61644,-13.1955
CKY,OXB,9.57689,-13.612,11.894800186157227,-15.65369987487793
DKR,ACC,14.739700317382812,-17.49020004272461,5.605189800262451,-0.16678600013256073
DKR,BJL,14.739700317382812,-17.49020004272461,13.338000297546387,-16.65220069885254
DKR,DLA,14.739700317382812,-17.49020004272461,4.0060801506,9.719479560849999
DKR,FNA,14.739700317382812,-17.49020004272461,8.61644,-13.1955
DKR,LOS,14.739700317382812,-17.49020004272461,6.5773701667785645,3.321160078048706
DKR,OXB,14.739700317382812,-17.49020004272461,11.894800186157227,-15.65369987487793
DLA,DKR,4.0060801506,9.719479560849999,14.739700317382812,-17.49020004272461
DLA,LOS,4.0060801506,9.719479560849999,6.5773701667785645,3.321160078048706
FNA,BJL,8.61644,-13.1955,13.338000297546387,-16.65220069885254
FNA,DKR,8.61644,-13.1955,14.739700317382812,-17.49020004272461
FNA,LGW,8.61644,-13.1955,51.148102,-0.190278
FNA,ROB,8.61644,-13.1955,6.23379,-10.3623
LGW,FNA,51.148102,-0.190278,8.61644,-13.1955
LOS,ACC,6.5773701667785645,3.321160078048706,5.605189800262451,-0.16678600013256073
LOS,DKR,6.5773701667785645,3.321160078048706,14.739700317382812,-17.49020004272461
LOS,DLA,6.5773701667785645,3.321160078048706,4.0060801506,9.719479560849999
LOS,ROB,6.5773701667785645,3.321160078048706,6.23379,-10.3623
OXB,CKY,11.894800186157227,-15.65369987487793,9.57689,-13.612
OXB,DKR,11.894800186157227,-15.65369987487793,14.739700317382812,-17.49020004272461
ROB,ACC,6.23379,-10.3623,5.605189800262451,-0.16678600013256073
ROB,FNA,6.23379,-10.3623,8.61644,-13.1955
ROB,LOS,6.23379,-10.3623,6.5773701667785645,3.321160078048706
AKV,YIK,60.818599700927734,-78.14859771728516,62.417301177978516,-77.92530059814453
AKV,YPX,60.818599700927734,-78.14859771728516,60.05059814453125,-77.28690338134766
XGR,YVP,58.71139907836914,-65.9927978515625,58.096099853515625,-68.4269027709961
YGL,YGW,53.625301361083984,-77.7042007446289,55.281898498535156,-77.76529693603516
YGL,YPX,53.625301361083984,-77.7042007446289,60.05059814453125,-77.28690338134766
YGL,YUL,53.625301361083984,-77.7042007446289,45.4706001282,-73.7407989502
YGW,YGL,55.281898498535156,-77.76529693603516,53.625301361083984,-77.7042007446289
YGW,YPH,55.281898498535156,-77.76529693603516,58.471900939941406,-78.07689666748047
YGW,YSK,55.281898498535156,-77.76529693603516,56.5377998352,-79.2466964722
YGW,YUD,55.281898498535156,-77.76529693603516,56.53609848022461,-76.51830291748047
YGW,YUL,55.281898498535156,-77.76529693603516,45.4706001282,-73.7407989502
YGW,YUY,55.281898498535156,-77.76529693603516,48.20610046386719,-78.83560180664062
YIK,AKV,62.417301177978516,-77.92530059814453,60.818599700927734,-78.14859771728516
YIK,YZG,62.417301177978516,-77.92530059814453,62.17940139770508,-75.66719818115234
YKG,YPJ,60.027198791503906,-69.99919891357422,59.29669952392578,-69.59970092773438
YKG,YQC,60.027198791503906,-69.99919891357422,61.0463981628418,-69.6177978515625
YKG,YVP,60.027198791503906,-69.99919891357422,58.096099853515625,-68.4269027709961
YKL,YQB,54.805301666259766,-66.8052978515625,46.7911,-71.393303
YKL,YVP,54.805301666259766,-66.8052978515625,58.096099853515625,-68.4269027709961
YKL,YWK,54.805301666259766,-66.8052978515625,52.92190170288086,-66.8644027709961
YKL,YZV,54.805301666259766,-66.8052978515625,50.22330093383789,-66.2656021118164
YPH,YPX,58.471900939941406,-78.07689666748047,60.05059814453125,-77.28690338134766
YPH,YUD,58.471900939941406,-78.07689666748047,56.53609848022461,-76.51830291748047
YPH,YVP,58.471900939941406,-78.07689666748047,58.096099853515625,-68.4269027709961
YPJ,YKG,59.29669952392578,-69.59970092773438,60.027198791503906,-69.99919891357422
YPJ,YTQ,59.29669952392578,-69.59970092773438,58.66780090332031,-69.95580291748047
YPJ,YVP,59.29669952392578,-69.59970092773438,58.096099853515625,-68.4269027709961
YPX,AKV,60.05059814453125,-77.28690338134766,60.818599700927734,-78.14859771728516
YPX,YGL,60.05059814453125,-77.28690338134766,53.625301361083984,-77.7042007446289
YPX,YPH,60.05059814453125,-77.28690338134766,58.471900939941406,-78.07689666748047
YPX,YVP,60.05059814453125,-77.28690338134766,58.096099853515625,-68.4269027709961
YQB,YKL,46.7911,-71.393303,54.805301666259766,-66.8052978515625
YQB,YUL,46.7911,-71.393303,45.4706001282,-73.7407989502
YQC,YKG,61.0463981628418,-69.6177978515625,60.027198791503906,-69.99919891357422
YQC,YWB,61.0463981628418,-69.6177978515625,61.5886001587,-71.929397583
YSK,YGW,56.5377998352,-79.2466964722,55.281898498535156,-77.76529693603516
YSK,YUD,56.5377998352,-79.2466964722,56.53609848022461,-76.51830291748047
YTQ,YPJ,58.66780090332031,-69.95580291748047,59.29669952392578,-69.59970092773438
YTQ,YVP,58.66780090332031,-69.95580291748047,58.096099853515625,-68.4269027709961
YUD,YGW,56.53609848022461,-76.51830291748047,55.281898498535156,-77.76529693603516
YUD,YPH,56.53609848022461,-76.51830291748047,58.471900939941406,-78.07689666748047
YUD,YSK,56.53609848022461,-76.51830291748047,56.5377998352,-79.2466964722
YUL,YGL,45.4706001282,-73.7407989502,53.625301361083984,-77.7042007446289
YUL,YGW,45.4706001282,-73.7407989502,55.281898498535156,-77.76529693603516
YUL,YQB,45.4706001282,-73.7407989502,46.7911,-71.393303
YUL,YUY,45.4706001282,-73.7407989502,48.20610046386719,-78.83560180664062
YUY,YGW,48.20610046386719,-78.83560180664062,55.281898498535156,-77.76529693603516
YUY,YUL,48.20610046386719,-78.83560180664062,45.4706001282,-73.7407989502
YVP,XGR,58.096099853515625,-68.4269027709961,58.71139907836914,-65.9927978515625
YVP,YGW,58.096099853515625,-68.4269027709961,55.281898498535156,-77.76529693603516
YVP,YKG,58.096099853515625,-68.4269027709961,60.027198791503906,-69.99919891357422
YVP,YKL,58.096099853515625,-68.4269027709961,54.805301666259766,-66.8052978515625
YVP,YPH,58.096099853515625,-68.4269027709961,58.471900939941406,-78.07689666748047
YVP,YPJ,58.096099853515625,-68.4269027709961,59.29669952392578,-69.59970092773438
YVP,YPX,58.096099853515625,-68.4269027709961,60.05059814453125,-77.28690338134766
YVP,YTQ,58.096099853515625,-68.4269027709961,58.66780090332031,-69.95580291748047
YWB,YQC,61.5886001587,-71.929397583,61.0463981628418,-69.6177978515625
YWB,YZG,61.5886001587,-71.929397583,62.17940139770508,-75.66719818115234
YWK,YKL,52.92190170288086,-66.8644027709961,54.805301666259766,-66.8052978515625
YWK,YZV,52.92190170288086,-66.8644027709961,50.22330093383789,-66.2656021118164
YZG,YIK,62.17940139770508,-75.66719818115234,62.417301177978516,-77.92530059814453
YZG,YWB,62.17940139770508,-75.66719818115234,61.5886001587,-71.929397583
YZV,YKL,50.22330093383789,-66.2656021118164,54.805301666259766,-66.8052978515625
YZV,YWK,50.22330093383789,-66.2656021118164,52.92190170288086,-66.8644027709961
JIB,DXB,11.547300338745117,43.15950012207031,25.2527999878,55.3643989563
JIB,JED,11.547300338745117,43.15950012207031,21.6796,39.156502
JIB,MGQ,11.547300338745117,43.15950012207031,2.0144400596618652,45.3046989440918
MGQ,NBO,2.0144400596618652,45.3046989440918,-1.31923997402,36.9277992249
